age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
22,unemployed,single,secondary,88886,no,no,cellular,2,4,nonexistent,yes
65,admin,single,unknown,2641,no,yes,cellular,1,3,success,no
36,entrepreneur,divorced,unknown,69095,no,yes,telephone,48,0,success,no
21,blue-collar,married,secondary,97564,no,yes,telephone,36,3,success,no
52,services,divorced,primary,9631,no,no,telephone,35,3,failure,yes
66,retired,married,unknown,33816,yes,no,cellular,43,3,failure,yes
34,blue-collar,divorced,primary,23,yes,yes,cellular,24,4,nonexistent,no
61,management,divorced,unknown,23656,no,no,cellular,49,0,success,no
45,entrepreneur,married,secondary,84190,yes,no,telephone,5,3,success,yes
47,services,divorced,tertiary,85253,no,no,cellular,29,1,failure,no
46,unemployed,divorced,primary,32842,yes,yes,cellular,41,2,failure,no
63,entrepreneur,single,unknown,96086,no,no,cellular,1,4,failure,yes
70,unemployed,married,unknown,53189,no,yes,telephone,9,1,success,yes
23,self-employed,married,unknown,43923,no,yes,cellular,36,0,success,no
52,admin,single,secondary,33080,no,no,telephone,16,2,nonexistent,yes
58,technician,married,secondary,1474,yes,no,telephone,15,3,nonexistent,yes
54,entrepreneur,single,tertiary,77707,no,no,cellular,10,1,success,no
41,management,married,secondary,1260,no,yes,cellular,37,1,nonexistent,no
46,unemployed,married,primary,58218,no,yes,cellular,16,3,failure,yes
66,blue-collar,married,secondary,47109,no,no,telephone,38,3,nonexistent,yes
63,self-employed,married,unknown,3618,yes,no,telephone,48,1,failure,yes
70,management,single,primary,43765,yes,yes,telephone,36,0,nonexistent,yes
48,retired,single,secondary,32118,yes,no,telephone,15,4,success,yes
52,technician,married,primary,7285,no,yes,cellular,3,0,failure,yes
50,self-employed,divorced,primary,55083,yes,no,cellular,19,0,nonexistent,yes
69,admin,single,secondary,71677,no,no,telephone,41,4,success,no
38,technician,married,primary,26352,yes,no,telephone,37,0,failure,no
49,unemployed,single,unknown,42056,yes,yes,telephone,48,2,failure,yes
40,management,divorced,unknown,61045,no,no,telephone,3,3,success,no
50,retired,divorced,secondary,21707,yes,no,cellular,8,1,success,yes
20,student,divorced,secondary,20161,no,yes,cellular,24,4,failure,yes
35,admin,married,unknown,65390,yes,yes,cellular,14,0,success,yes
42,services,married,secondary,16650,no,yes,cellular,35,1,nonexistent,no
59,unemployed,divorced,unknown,14944,no,yes,telephone,16,2,nonexistent,no
48,student,single,primary,5546,no,yes,telephone,7,0,failure,no
71,entrepreneur,single,secondary,52139,no,yes,cellular,41,0,failure,yes
20,retired,divorced,tertiary,5207,yes,yes,cellular,35,0,nonexistent,yes
57,blue-collar,married,unknown,92804,no,yes,cellular,8,2,success,no
63,services,single,unknown,70022,yes,no,cellular,12,3,success,yes
41,management,single,primary,29222,no,no,cellular,49,1,failure,yes
67,retired,single,tertiary,27121,no,no,cellular,46,0,success,yes
49,technician,married,tertiary,82303,no,no,telephone,16,0,failure,yes
64,self-employed,divorced,tertiary,36915,no,yes,telephone,4,2,success,no
39,technician,married,unknown,8017,yes,yes,cellular,35,2,success,no
40,technician,single,unknown,13094,yes,yes,cellular,45,1,success,no
19,entrepreneur,divorced,tertiary,29236,no,yes,telephone,41,1,nonexistent,yes
44,admin,married,secondary,5664,yes,yes,telephone,45,0,failure,no
59,blue-collar,divorced,tertiary,27921,yes,no,cellular,32,0,success,no
19,services,single,primary,93381,no,no,telephone,12,0,success,no
43,admin,married,tertiary,78109,yes,yes,telephone,21,0,nonexistent,no
34,retired,divorced,tertiary,65219,no,no,telephone,15,0,nonexistent,yes
57,technician,married,tertiary,61590,no,yes,telephone,35,2,nonexistent,yes
50,entrepreneur,single,secondary,7390,yes,yes,telephone,3,3,failure,no
26,retired,divorced,tertiary,31777,yes,no,telephone,2,1,nonexistent,no
60,self-employed,single,tertiary,46588,no,no,telephone,6,2,nonexistent,yes
71,blue-collar,divorced,unknown,95313,no,yes,telephone,16,4,success,no
65,services,single,tertiary,40667,no,no,telephone,23,4,success,no
56,self-employed,single,primary,92647,yes,yes,telephone,31,4,nonexistent,no
46,entrepreneur,married,unknown,27980,no,yes,cellular,41,1,success,no
59,blue-collar,single,secondary,98916,no,no,cellular,30,0,success,yes
72,retired,married,unknown,21808,no,yes,telephone,3,4,nonexistent,no
43,technician,single,secondary,61470,no,yes,cellular,16,4,nonexistent,yes
52,technician,single,secondary,70762,no,no,cellular,4,3,nonexistent,yes
67,unemployed,single,primary,85983,yes,yes,telephone,46,2,nonexistent,yes
42,technician,divorced,tertiary,15926,yes,yes,cellular,36,1,nonexistent,yes
41,student,married,primary,15621,yes,no,telephone,28,1,success,yes
30,technician,divorced,unknown,9167,yes,no,cellular,28,3,failure,yes
24,student,married,secondary,69245,yes,no,cellular,3,4,success,yes
74,management,single,unknown,76776,no,yes,cellular,26,3,nonexistent,no
53,student,divorced,secondary,33031,yes,yes,telephone,39,0,failure,no
62,blue-collar,married,unknown,30146,no,no,cellular,13,4,failure,yes
37,self-employed,single,secondary,5998,yes,no,telephone,7,1,failure,no
18,blue-collar,married,primary,38508,yes,yes,cellular,13,2,success,yes
25,self-employed,married,secondary,74348,no,no,cellular,4,3,nonexistent,yes
63,unemployed,single,tertiary,29101,yes,yes,telephone,16,3,success,yes
33,management,divorced,primary,77764,yes,yes,cellular,28,1,failure,no
31,self-employed,single,tertiary,22747,no,no,telephone,47,4,success,no
29,self-employed,divorced,unknown,58800,yes,yes,telephone,13,4,nonexistent,no
68,entrepreneur,married,unknown,93326,yes,no,telephone,42,4,success,yes
40,admin,married,secondary,-118,yes,yes,telephone,10,2,failure,yes
32,admin,married,secondary,36955,no,yes,cellular,5,2,failure,no
45,entrepreneur,divorced,unknown,82195,yes,yes,telephone,36,4,success,yes
51,technician,single,primary,57965,yes,no,telephone,19,2,nonexistent,yes
19,entrepreneur,divorced,tertiary,86794,no,yes,telephone,30,3,nonexistent,yes
49,self-employed,married,unknown,87422,yes,yes,cellular,47,4,nonexistent,yes
40,self-employed,married,primary,39560,no,no,cellular,41,2,success,no
39,entrepreneur,single,tertiary,29343,no,no,telephone,48,3,failure,yes
68,entrepreneur,divorced,secondary,81943,no,yes,cellular,28,3,success,yes
42,technician,married,primary,1950,no,no,cellular,31,2,failure,no
39,blue-collar,divorced,primary,1889,yes,yes,telephone,36,4,success,no
39,management,divorced,unknown,28410,yes,yes,telephone,43,4,failure,yes
66,retired,single,tertiary,92504,no,yes,cellular,49,2,nonexistent,no
69,self-employed,single,unknown,16976,yes,yes,cellular,1,2,success,no
59,management,married,secondary,21016,yes,yes,cellular,9,0,nonexistent,no
23,entrepreneur,single,secondary,72747,yes,yes,cellular,12,3,success,no
32,technician,divorced,tertiary,20742,no,no,telephone,23,4,nonexistent,no
71,student,single,tertiary,21553,yes,yes,cellular,12,1,failure,yes
60,technician,divorced,tertiary,61338,no,yes,cellular,42,3,failure,no
54,services,married,unknown,27332,no,no,cellular,9,4,failure,no
50,services,divorced,tertiary,76625,yes,yes,telephone,26,0,failure,no
25,management,single,tertiary,2436,yes,yes,cellular,30,3,success,yes
70,admin,single,unknown,15087,no,yes,telephone,20,3,failure,no
61,services,married,secondary,53702,no,yes,telephone,16,4,nonexistent,yes
61,services,single,secondary,23428,no,no,telephone,13,1,nonexistent,no
22,blue-collar,married,primary,72033,yes,yes,cellular,35,2,success,no
56,student,married,secondary,26154,no,no,cellular,4,1,success,yes
21,blue-collar,single,tertiary,90045,yes,no,telephone,25,0,failure,yes
23,student,divorced,secondary,42747,yes,no,cellular,13,3,success,yes
62,unemployed,married,unknown,32349,yes,yes,telephone,28,4,failure,no
49,retired,divorced,secondary,67493,yes,yes,telephone,45,3,success,yes
69,self-employed,single,secondary,35358,no,no,cellular,12,2,failure,yes
47,services,divorced,primary,50484,no,no,telephone,24,1,nonexistent,yes
64,self-employed,divorced,primary,78449,no,yes,telephone,28,1,failure,yes
52,services,divorced,tertiary,48837,no,yes,cellular,1,0,nonexistent,yes
72,blue-collar,divorced,unknown,73333,no,yes,telephone,34,4,nonexistent,yes
57,retired,single,tertiary,5531,no,yes,cellular,3,2,success,no
69,blue-collar,single,unknown,11825,no,yes,cellular,22,2,nonexistent,yes
33,blue-collar,divorced,unknown,62028,yes,no,telephone,21,4,failure,yes
30,student,single,primary,70447,no,no,telephone,27,0,success,yes
67,admin,single,secondary,30316,yes,no,cellular,21,2,success,yes
59,technician,married,secondary,69267,yes,yes,telephone,22,0,failure,no
47,management,single,primary,15279,no,no,cellular,13,4,success,yes
36,self-employed,divorced,tertiary,42223,no,yes,telephone,44,4,failure,no
34,unemployed,single,secondary,87952,no,no,cellular,16,4,nonexistent,no
73,services,single,tertiary,26000,no,yes,telephone,46,2,success,yes
36,blue-collar,single,secondary,10045,yes,no,cellular,24,4,nonexistent,yes
45,admin,single,tertiary,49498,yes,no,telephone,46,2,success,no
72,blue-collar,married,unknown,34299,yes,yes,telephone,17,0,failure,yes
43,retired,divorced,unknown,74202,yes,yes,cellular,5,3,failure,yes
54,student,divorced,secondary,16245,no,no,cellular,38,0,failure,no
43,unemployed,single,tertiary,96102,yes,no,telephone,42,2,failure,yes
70,technician,single,tertiary,25339,yes,yes,telephone,27,1,success,no
40,retired,married,unknown,68388,no,yes,telephone,41,1,nonexistent,yes
26,entrepreneur,single,tertiary,79950,no,yes,telephone,32,3,nonexistent,no
29,unemployed,married,primary,61819,no,no,cellular,26,4,success,yes
70,blue-collar,divorced,tertiary,77817,yes,no,telephone,7,0,success,yes
18,retired,divorced,unknown,26031,no,yes,telephone,36,0,nonexistent,no
18,technician,married,primary,14626,no,no,cellular,7,2,nonexistent,yes
64,admin,divorced,primary,21302,yes,yes,telephone,43,3,success,yes
51,admin,single,tertiary,44691,no,no,cellular,27,4,success,yes
49,self-employed,single,unknown,28112,yes,yes,telephone,38,3,success,yes
71,technician,married,unknown,69047,no,yes,cellular,48,1,success,yes
65,admin,divorced,unknown,68204,no,no,cellular,48,3,success,no
42,retired,divorced,primary,4087,no,yes,telephone,24,4,nonexistent,yes
57,self-employed,married,unknown,70551,no,yes,cellular,24,4,nonexistent,yes
62,admin,married,primary,94955,yes,no,telephone,45,0,failure,yes
70,unemployed,divorced,primary,29314,yes,no,cellular,44,0,failure,yes
18,student,married,secondary,75150,yes,no,cellular,29,4,nonexistent,yes
33,entrepreneur,single,tertiary,67539,no,no,cellular,27,0,nonexistent,yes
56,technician,divorced,unknown,24235,yes,yes,telephone,34,0,failure,no
22,retired,married,primary,58572,yes,yes,telephone,21,0,failure,yes
39,services,married,tertiary,31366,no,yes,cellular,45,4,failure,yes
46,blue-collar,married,primary,49347,yes,yes,telephone,1,0,success,no
72,retired,divorced,tertiary,30837,yes,yes,cellular,10,1,failure,no
20,admin,single,primary,6139,yes,no,cellular,30,4,success,yes
29,retired,single,unknown,7585,no,no,telephone,28,3,success,no
43,services,divorced,secondary,1659,yes,yes,cellular,42,2,failure,yes
33,blue-collar,married,secondary,89761,no,no,telephone,30,2,nonexistent,yes
68,self-employed,divorced,secondary,3634,no,no,cellular,28,1,failure,yes
54,admin,divorced,primary,1682,yes,no,telephone,29,4,failure,yes
39,management,married,tertiary,33451,yes,no,cellular,31,3,failure,no
74,admin,divorced,unknown,68098,yes,no,cellular,43,4,failure,yes
46,entrepreneur,single,unknown,2652,no,yes,cellular,41,3,failure,yes
31,management,divorced,primary,84851,yes,no,cellular,4,3,success,no
45,entrepreneur,married,secondary,73038,no,yes,cellular,49,4,failure,no
22,services,divorced,primary,68249,yes,yes,telephone,19,0,nonexistent,no
64,technician,single,tertiary,3413,no,yes,telephone,10,2,nonexistent,yes
66,blue-collar,divorced,secondary,19984,yes,yes,cellular,45,0,success,no
47,student,divorced,primary,18487,no,yes,cellular,31,2,success,no
63,self-employed,divorced,tertiary,75,no,no,telephone,34,0,failure,yes
69,student,divorced,secondary,31550,no,yes,telephone,41,4,failure,yes
22,unemployed,married,unknown,83726,yes,yes,cellular,39,4,success,no
29,unemployed,single,tertiary,95799,no,yes,cellular,42,3,nonexistent,yes
33,services,single,unknown,40293,no,no,cellular,44,1,failure,yes
43,technician,single,tertiary,75445,no,no,cellular,31,4,nonexistent,yes
43,unemployed,divorced,secondary,27212,yes,no,cellular,11,2,success,no
65,admin,single,primary,12962,no,no,cellular,36,3,nonexistent,no
38,retired,married,primary,13853,no,yes,telephone,44,2,nonexistent,no
56,entrepreneur,divorced,primary,48209,yes,yes,cellular,44,0,nonexistent,no
53,unemployed,divorced,primary,98358,no,yes,cellular,32,1,failure,yes
50,services,single,tertiary,77911,yes,yes,telephone,23,4,success,yes
47,entrepreneur,divorced,primary,43964,yes,yes,telephone,40,0,failure,yes
54,admin,divorced,primary,65645,yes,no,telephone,46,3,nonexistent,yes
40,technician,single,tertiary,58501,yes,yes,cellular,39,2,failure,yes
27,blue-collar,married,tertiary,64856,no,no,telephone,3,1,failure,no
71,student,married,secondary,79523,yes,yes,cellular,28,4,failure,yes
22,admin,single,tertiary,35185,no,no,telephone,25,2,success,no
53,self-employed,married,unknown,67235,yes,no,telephone,28,4,success,no
51,management,married,secondary,47884,no,no,telephone,19,4,nonexistent,yes
69,services,married,secondary,60858,no,yes,cellular,46,2,failure,yes
48,student,divorced,primary,91745,no,no,telephone,19,4,nonexistent,yes
27,self-employed,divorced,primary,62326,no,yes,telephone,42,3,failure,no
36,blue-collar,divorced,unknown,37330,no,yes,telephone,44,1,nonexistent,yes
49,self-employed,married,primary,44415,yes,no,cellular,29,0,success,no
18,technician,divorced,tertiary,59006,no,no,cellular,19,1,nonexistent,no
73,management,married,tertiary,47127,no,no,cellular,18,0,success,yes
22,entrepreneur,single,primary,20547,no,no,cellular,45,3,failure,no
62,student,married,primary,20939,yes,yes,cellular,49,1,failure,no
21,management,divorced,tertiary,77738,yes,yes,telephone,24,3,failure,yes
33,retired,married,secondary,92756,yes,yes,telephone,38,2,nonexistent,yes
41,admin,divorced,unknown,85298,yes,no,cellular,16,0,nonexistent,no
33,retired,divorced,unknown,72332,yes,no,telephone,18,2,nonexistent,no
72,admin,single,secondary,-278,yes,no,telephone,41,2,success,yes
19,technician,single,unknown,41364,no,no,cellular,13,1,failure,yes
66,management,divorced,primary,9674,yes,yes,cellular,4,4,failure,yes
45,blue-collar,married,primary,812,no,yes,cellular,13,4,success,yes
49,unemployed,single,primary,278,no,yes,telephone,35,3,success,yes
44,self-employed,single,unknown,33118,no,no,cellular,4,1,failure,no
37,unemployed,divorced,secondary,67159,no,no,cellular,19,2,failure,no
41,management,married,primary,4530,no,no,cellular,24,3,success,no
29,retired,single,secondary,47866,no,no,telephone,33,2,success,yes
67,unemployed,single,tertiary,79523,yes,no,telephone,33,3,failure,no
52,services,married,tertiary,-1076,no,yes,telephone,9,0,failure,yes
50,unemployed,single,tertiary,17546,yes,no,cellular,3,3,success,yes
50,admin,married,unknown,51305,no,yes,telephone,3,3,failure,yes
68,services,divorced,unknown,75806,no,no,cellular,30,2,success,no
60,student,single,primary,16953,no,yes,cellular,18,4,failure,no
54,unemployed,divorced,tertiary,33583,no,no,telephone,2,2,nonexistent,yes
29,services,married,secondary,86892,yes,no,cellular,32,1,nonexistent,no
20,management,divorced,unknown,68114,yes,yes,telephone,43,2,failure,yes
18,self-employed,divorced,secondary,2462,yes,no,cellular,9,4,success,yes
50,student,divorced,secondary,-1112,yes,no,cellular,2,1,nonexistent,yes
57,blue-collar,married,primary,85868,no,no,telephone,20,4,success,no
27,blue-collar,married,primary,83398,no,yes,cellular,27,1,nonexistent,yes
60,technician,married,secondary,83509,yes,no,telephone,36,2,nonexistent,no
61,unemployed,married,secondary,65259,no,no,telephone,41,4,nonexistent,no
46,self-employed,married,secondary,21410,no,no,cellular,46,4,failure,yes
30,entrepreneur,single,secondary,6602,yes,no,cellular,19,0,failure,no
29,services,single,tertiary,16614,yes,no,cellular,16,0,success,yes
48,student,single,secondary,16444,no,yes,cellular,26,3,failure,no
63,management,divorced,unknown,51050,yes,yes,cellular,14,0,success,yes
19,unemployed,divorced,primary,66149,no,yes,cellular,47,4,nonexistent,yes
68,management,married,unknown,86618,no,yes,cellular,18,3,failure,yes
67,entrepreneur,married,primary,79516,no,no,cellular,28,2,nonexistent,no
52,technician,single,primary,42866,no,no,cellular,47,3,success,yes
40,entrepreneur,married,primary,64213,no,yes,cellular,19,1,failure,yes
34,admin,divorced,unknown,74638,no,yes,cellular,30,3,failure,yes
43,retired,married,primary,55239,no,yes,telephone,41,0,nonexistent,yes
25,student,single,secondary,41211,yes,yes,cellular,21,2,failure,no
46,retired,married,secondary,1004,yes,yes,cellular,21,1,success,no
43,entrepreneur,divorced,tertiary,61789,yes,no,cellular,48,3,failure,no
